Datetime,Temperature_C,Load_MW,Demand_MW,Solar_MW,Wind_MW,Thermal_Gen_MW,Total_Generation_MW,Energy_Consumption_MWh,Price_USD_per_MWh
2021-03-02 18:00:00,-4.79,57655.89,57655.89,0.0,750.49,56905.4,57655.89,57655.89,255.69
2021-03-02 19:00:00,-0.59,49854.13,49854.13,0.0,1224.55,48629.58,49854.13,49854.13,81.01
2021-03-02 20:00:00,2.06,43984.92,43984.92,0.0,1183.86,42801.06,43984.92,43984.92,60.65
2021-03-02 21:00:00,1.42,42827.58,42827.58,0.0,424.36,42403.22,42827.58,42827.58,61.54
2021-03-02 22:00:00,2.13,40394.25,40394.25,0.0,2017.96,38376.29,40394.25,40394.25,49.23
2021-03-02 23:00:00,4.52,35600.5,35600.5,0.0,1797.7,33802.8,35600.5,35600.5,36.51
2021-03-03 00:00:00,5.32,32696.08,32696.08,0.0,1767.56,30928.52,32696.08,32696.08,29.5
2021-03-03 01:00:00,5.7,31722.83,31722.83,0.0,2470.19,29252.64,31722.83,31722.83,29.29
2021-03-03 02:00:00,4.52,31905.9,31905.9,0.0,2866.19,29039.71,31905.9,31905.9,26.0
2021-03-03 03:00:00,5.8,30861.16,30861.16,0.0,2387.78,28473.38,30861.16,30861.16,33.12
2021-03-03 04:00:00,6.83,29189.65,29189.65,0.0,2140.4,27049.25,29189.65,29189.65,29.46
2021-03-03 05:00:00,5.23,31098.94,31098.94,0.0,2058.97,29039.97,31098.94,31098.94,28.89
2021-03-03 06:00:00,1.74,35665.47,35665.47,0.0,2522.81,33142.66,35665.47,35665.47,34.8
2021-03-03 07:00:00,4.22,35723.33,35587.9,677.18,2350.13,32831.46,35723.33,35723.33,38.34
2021-03-03 08:00:00,2.32,39830.97,39532.23,1493.71,2465.83,36170.17,39830.97,39830.97,44.81
2021-03-03 09:00:00,2.16,42335.3,41857.12,2390.89,3080.29,37342.29,42335.3,42335.3,44.24
2021-03-03 10:00:00,-0.03,47036.89,46652.66,1921.13,2594.13,42905.85,47036.89,47036.89,66.2
2021-03-03 11:00:00,-1.82,50828.92,50178.08,3254.24,2686.65,45538.88,50828.92,50828.92,69.12
2021-03-03 12:00:00,-0.79,50028.58,49651.88,1883.49,2359.89,46161.9,50028.58,50028.58,75.95
2021-03-03 13:00:00,-1.76,51817.33,51259.27,2790.31,2770.48,46814.61,51817.33,51817.33,76.4
2021-03-03 14:00:00,-0.81,50884.63,50633.98,1253.25,2043.15,47838.88,50884.63,50884.63,82.78
2021-03-03 15:00:00,0.24,50620.21,50262.37,1789.2,2158.94,47029.91,50620.21,50620.21,75.15
2021-03-03 16:00:00,-0.58,53731.58,53408.42,1615.79,1887.87,50551.08,53731.58,53731.58,94.99
2021-03-03 17:00:00,0.22,51591.49,51456.81,673.4,2646.38,48406.39,51591.49,51591.49,80.77
2021-03-03 18:00:00,1.92,48537.59,48537.59,0.0,2807.37,45730.22,48537.59,48537.59,73.23
2021-03-03 19:00:00,4.35,42621.0,42621.0,0.0,2924.4,39696.6,42621.0,42621.0,51.8
2021-03-03 20:00:00,4.42,39888.6,39888.6,0.0,3818.94,36069.66,39888.6,39888.6,33.29
2021-03-03 21:00:00,5.11,37548.17,37548.17,0.0,3544.38,34003.79,37548.17,37548.17,32.61
2021-03-03 22:00:00,4.44,35003.36,35003.36,0.0,3736.09,31267.27,35003.36,35003.36,29.51
2021-03-03 23:00:00,6.52,30970.34,30970.34,0.0,3996.38,26973.96,30970.34,30970.34,27.99
2021-03-04 00:00:00,7.46,28749.26,28749.26,0.0,3038.19,25711.07,28749.26,28749.26,29.09
2021-03-04 01:00:00,5.9,30919.63,30919.63,0.0,2912.18,28007.45,30919.63,30919.63,31.81
2021-03-04 02:00:00,5.9,30722.94,30722.94,0.0,2819.15,27903.79,30722.94,30722.94,24.72
2021-03-04 03:00:00,6.05,29946.14,29946.14,0.0,3221.51,26724.63,29946.14,29946.14,28.24
2021-03-04 04:00:00,5.22,31722.16,31722.16,0.0,595.94,31126.22,31722.16,31722.16,25.82
2021-03-04 05:00:00,4.04,33348.89,33348.89,0.0,3927.92,29420.97,33348.89,33348.89,28.7
2021-03-04 06:00:00,1.37,39170.54,39170.54,0.0,4497.46,34673.08,39170.54,39170.54,37.85
2021-03-04 07:00:00,1.41,40787.17,40632.09,775.39,3716.56,36450.3,40787.17,40787.17,45.95
2021-03-04 08:00:00,0.4,44443.52,44134.69,1544.19,3664.63,39543.54,44443.52,44443.52,49.08
2021-03-04 09:00:00,1.33,45442.25,45015.01,2136.2,4410.64,39322.65,45442.25,45442.25,45.4
2021-03-04 10:00:00,0.44,47567.76,47081.14,2433.11,4684.4,40936.87,47567.76,47567.76,45.76
2021-03-04 11:00:00,1.01,48418.29,47776.09,3211.01,3757.29,42092.19,48418.29,48418.29,53.57
2021-03-04 12:00:00,-1.55,52538.57,51988.64,2749.63,2961.54,47377.33,52538.57,52538.57,78.82
2021-03-04 13:00:00,-1.31,52812.43,52153.21,3296.1,2458.29,47717.26,52812.43,52812.43,78.29
2021-03-04 14:00:00,-0.44,51646.07,51120.75,2626.61,2275.95,47268.83,51646.07,51646.07,81.6
2021-03-04 15:00:00,0.53,50063.96,49678.83,1925.66,2771.91,45751.52,50063.96,50063.96,73.15
2021-03-04 16:00:00,0.08,52038.62,51754.9,1418.59,2873.8,48029.95,52038.62,52038.62,83.52
2021-03-04 17:00:00,-0.93,54231.2,54114.02,585.88,3296.22,50466.27,54231.2,54231.2,93.79
2021-03-04 18:00:00,2.34,48723.3,48723.3,0.0,3863.91,44859.39,48723.3,48723.3,69.88
2021-03-04 19:00:00,2.61,45932.1,45932.1,0.0,4405.4,41526.7,45932.1,45932.1,50.58
2021-03-04 20:00:00,1.62,44813.4,44813.4,0.0,4650.62,40162.78,44813.4,44813.4,47.45
2021-03-04 21:00:00,2.46,41096.58,41096.58,0.0,5417.81,35678.77,41096.58,41096.58,43.17
2021-03-04 22:00:00,4.14,36446.92,36446.92,0.0,5877.77,30569.15,36446.92,36446.92,32.3
2021-03-04 23:00:00,4.1,34624.45,34624.45,0.0,5996.95,28627.5,34624.45,34624.45,25.7
2021-03-05 00:00:00,5.93,31022.62,31022.62,0.0,6257.49,24765.13,31022.62,31022.62,23.7
2021-03-05 01:00:00,8.0,27929.02,27929.02,0.0,5856.21,22072.81,27929.02,27929.02,28.48
2021-03-05 02:00:00,8.21,26796.58,26796.58,0.0,5700.06,21096.52,26796.58,26796.58,22.53
2021-03-05 03:00:00,9.76,25435.23,25435.23,0.0,4807.73,20627.5,25435.23,25435.23,26.67
2021-03-05 04:00:00,9.15,26336.97,26336.97,0.0,4212.79,22124.18,26336.97,26336.97,30.44
2021-03-05 05:00:00,7.82,28304.18,28304.18,0.0,3900.54,24403.64,28304.18,28304.18,21.55
2021-03-05 06:00:00,9.46,28222.76,28222.76,0.0,2904.43,25318.33,28222.76,28222.76,32.03
2021-03-05 07:00:00,9.15,31242.77,31070.36,862.04,2351.32,28201.82,31242.77,31242.77,20.37
2021-03-05 08:00:00,7.84,34356.62,34075.21,1407.01,1647.59,31583.42,34356.62,34356.62,29.84
2021-03-05 09:00:00,3.67,40358.39,39997.0,1806.91,1896.42,37016.44,40358.39,40358.39,46.68
2021-03-05 10:00:00,0.59,46934.97,46333.94,3005.14,1258.09,43272.77,46934.97,46934.97,58.51
2021-03-05 11:00:00,-2.54,52966.33,52452.98,2566.71,1106.88,49806.08,52966.33,52966.33,98.99
2021-03-05 12:00:00,-2.78,52941.14,52639.18,1509.82,326.86,51406.42,52941.14,52941.14,96.85
2021-03-05 13:00:00,-2.9,54676.64,54124.43,2761.06,944.25,51523.55,54676.64,54676.64,104.22
2021-03-05 14:00:00,-2.2,54594.64,53981.77,3064.36,846.63,51296.52,54594.64,54594.64,95.87
2021-03-05 15:00:00,-0.48,51996.13,51562.28,2169.26,912.93,49347.8,51996.13,51996.13,90.24
2021-03-05 16:00:00,-2.58,55381.43,55126.3,1275.65,1382.17,52978.74,55381.43,55381.43,107.03
2021-03-05 17:00:00,-3.82,56491.21,56342.01,745.99,1388.24,54506.17,56491.21,56491.21,117.69
2021-03-05 18:00:00,-3.93,54864.56,54864.56,0.0,2098.34,52766.22,54864.56,54864.56,105.92
2021-03-05 19:00:00,-1.69,50134.71,50134.71,0.0,2298.42,47836.29,50134.71,50134.71,87.72
2021-03-05 20:00:00,0.23,44822.63,44822.63,0.0,2880.78,41941.85,44822.63,44822.63,55.23
2021-03-05 21:00:00,0.09,43182.85,43182.85,0.0,3853.47,39329.38,43182.85,43182.85,44.11
2021-03-05 22:00:00,0.62,40176.97,40176.97,0.0,4474.22,35702.75,40176.97,40176.97,40.17
2021-03-05 23:00:00,2.78,35146.51,35146.51,0.0,4000.58,31145.93,35146.51,35146.51,29.64
2021-03-06 00:00:00,4.34,33514.04,33514.04,0.0,3878.43,29635.61,33514.04,33514.04,32.64
2021-03-06 01:00:00,6.85,29451.96,29451.96,0.0,4197.03,25254.93,29451.96,29451.96,20.97
2021-03-06 02:00:00,6.12,29592.35,29592.35,0.0,3754.23,25838.12,29592.35,29592.35,32.15
2021-03-06 03:00:00,6.3,29008.09,29008.09,0.0,2469.2,26538.89,29008.09,29008.09,24.51
2021-03-06 04:00:00,4.93,30909.15,30909.15,0.0,2688.24,28220.91,30909.15,30909.15,29.4
2021-03-06 05:00:00,6.68,30107.08,30107.08,0.0,2302.88,27804.2,30107.08,30107.08,27.27
2021-03-06 06:00:00,7.68,28900.01,28900.01,0.0,1200.86,27699.15,28900.01,28900.01,36.44
2021-03-06 07:00:00,7.44,31274.66,31158.02,583.19,298.46,30509.65,31274.66,31274.66,26.81
2021-03-06 08:00:00,7.71,33155.36,32798.98,1781.88,961.89,30767.96,33155.36,33155.36,36.53
2021-03-06 09:00:00,8.33,35346.21,35004.67,1707.69,1003.62,32976.44,35346.21,35346.21,30.47
2021-03-06 10:00:00,8.81,35969.74,35389.57,2900.88,660.19,32988.85,35969.74,35969.74,38.21
2021-03-06 11:00:00,9.51,35877.63,35411.26,2331.84,495.99,33516.16,35877.63,35877.63,37.98
2021-03-06 12:00:00,6.49,40154.26,39582.91,2856.72,823.61,37045.27,40154.26,40154.26,39.51
2021-03-06 13:00:00,3.87,43978.97,43345.46,3167.57,1078.28,40366.64,43978.97,43978.97,50.43
2021-03-06 14:00:00,4.9,44630.62,44223.99,2033.18,1515.36,41488.72,44630.62,44630.62,58.33
2021-03-06 15:00:00,3.43,45590.43,45165.84,2122.95,1789.68,42102.39,45590.43,45590.43,57.49
2021-03-06 16:00:00,0.43,47599.54,47287.42,1560.59,1492.4,44858.67,47599.54,47599.54,70.59
2021-03-06 17:00:00,0.13,47099.29,46974.37,624.61,571.63,46027.97,47099.29,47099.29,69.84
2021-03-06 18:00:00,2.37,44675.53,44675.53,0.0,2367.92,42307.61,44675.53,44675.53,57.12
2021-03-06 19:00:00,2.34,42591.87,42591.87,0.0,2848.78,39743.09,42591.87,42591.87,51.51
2021-03-06 20:00:00,4.42,37107.86,37107.86,0.0,3310.29,33797.57,37107.86,37107.86,34.3
2021-03-06 21:00:00,5.71,34153.77,34153.77,0.0,3188.42,30965.35,34153.77,34153.77,29.85
2021-03-06 22:00:00,4.51,34809.48,34809.48,0.0,3208.95,31600.53,34809.48,34809.48,35.44
2021-03-06 23:00:00,6.25,33034.27,33034.27,0.0,3486.78,29547.49,33034.27,33034.27,30.1
2021-03-07 00:00:00,7.26,31400.17,31400.17,0.0,3554.6,27845.57,31400.17,31400.17,33.4
2021-03-07 01:00:00,7.06,30362.81,30362.81,0.0,3293.59,27069.22,30362.81,30362.81,30.03
2021-03-07 02:00:00,5.43,31949.22,31949.22,0.0,2757.56,29191.66,31949.22,31949.22,32.4
2021-03-07 03:00:00,8.38,28653.96,28653.96,0.0,3184.85,25469.11,28653.96,28653.96,16.67
2021-03-07 04:00:00,6.87,30344.33,30344.33,0.0,4421.78,25922.55,30344.33,30344.33,21.75
2021-03-07 05:00:00,3.62,35650.61,35650.61,0.0,5340.76,30309.85,35650.61,35650.61,38.9
2021-03-07 06:00:00,4.86,35467.69,35467.69,0.0,4241.27,31226.42,35467.69,35467.69,29.92
2021-03-07 07:00:00,3.71,38145.03,37958.82,931.09,3593.54,33806.62,38145.03,38145.03,37.54
2021-03-07 08:00:00,4.92,37400.06,37104.26,1478.99,3266.19,32950.67,37400.06,37400.06,34.21
2021-03-07 09:00:00,3.79,39890.26,39418.25,2360.02,2319.38,35682.86,39890.26,39890.26,33.09
2021-03-07 10:00:00,2.82,42812.32,42406.42,2029.48,2494.93,38693.8,42812.32,42812.32,46.02
2021-03-07 11:00:00,2.81,43779.92,43102.11,3389.06,1739.55,39329.12,43779.92,43779.92,47.22
2021-03-07 12:00:00,2.08,45514.36,44962.19,2760.84,1335.57,41970.11,45514.36,45514.36,55.02
2021-03-07 13:00:00,1.53,47413.28,46966.6,2233.4,1155.2,44471.36,47413.28,47413.28,68.31
2021-03-07 14:00:00,2.65,45355.53,44807.77,2738.78,1072.43,42092.07,45355.53,45355.53,59.57
2021-03-07 15:00:00,0.84,48256.21,47829.04,2135.83,202.97,46344.57,48256.21,48256.21,72.54
2021-03-07 16:00:00,1.73,47728.06,47501.41,1133.26,1247.66,45573.79,47728.06,47728.06,65.66
2021-03-07 17:00:00,2.38,48257.18,48101.23,779.75,1675.33,45958.05,48257.18,48257.18,64.48
2021-03-07 18:00:00,0.39,48861.79,48861.79,0.0,1457.21,47404.58,48861.79,48861.79,80.71
2021-03-07 19:00:00,3.05,44267.87,44267.87,0.0,1192.83,43075.04,44267.87,44267.87,65.21
2021-03-07 20:00:00,5.06,40351.61,40351.61,0.0,1518.06,38833.55,40351.61,40351.61,43.5
2021-03-07 21:00:00,8.14,34668.95,34668.95,0.0,3450.67,31218.28,34668.95,34668.95,28.05
2021-03-07 22:00:00,7.95,31731.06,31731.06,0.0,3103.38,28627.68,31731.06,31731.06,27.41
2021-03-07 23:00:00,6.89,32719.92,32719.92,0.0,3669.44,29050.48,32719.92,32719.92,31.87
2021-03-08 00:00:00,12.42,25882.28,25882.28,0.0,3296.09,22586.19,25882.28,25882.28,18.22
2021-03-08 01:00:00,10.77,25171.06,25171.06,0.0,2656.76,22514.3,25171.06,25171.06,18.58
2021-03-08 02:00:00,9.57,25717.4,25717.4,0.0,3410.47,22306.93,25717.4,25717.4,31.69
2021-03-08 03:00:00,10.36,25394.48,25394.48,0.0,3459.8,21934.68,25394.48,25394.48,24.71
2021-03-08 04:00:00,9.31,27730.2,27730.2,0.0,3966.28,23763.92,27730.2,27730.2,20.29
2021-03-08 05:00:00,9.39,27800.74,27800.74,0.0,3990.85,23809.89,27800.74,27800.74,16.64
2021-03-08 06:00:00,6.56,31922.16,31922.16,0.0,4112.27,27809.89,31922.16,31922.16,21.18
2021-03-08 07:00:00,3.31,38590.12,38484.03,530.44,4197.42,33968.35,38590.12,38590.12,38.21
2021-03-08 08:00:00,2.01,42861.16,42542.47,1593.46,2864.41,38721.98,42861.16,42861.16,50.46
2021-03-08 09:00:00,2.52,43517.33,43226.49,1454.2,3240.74,39113.23,43517.33,43517.33,48.95
2021-03-08 10:00:00,1.74,45650.14,45303.92,1731.11,2512.17,41753.08,45650.14,45650.14,60.95
2021-03-08 11:00:00,2.83,45240.57,44763.31,2386.3,1630.26,41701.27,45240.57,45240.57,56.32
2021-03-08 12:00:00,1.57,47897.52,47335.03,2812.44,2003.68,43643.89,47897.52,47897.52,66.17
2021-03-08 13:00:00,1.24,49157.41,48536.22,3105.99,1915.15,44757.47,49157.41,49157.41,67.86
2021-03-08 14:00:00,-0.54,52599.73,52073.66,2630.35,1523.44,48972.01,52599.73,52599.73,81.38
2021-03-08 15:00:00,-2.69,56202.77,55908.36,1472.05,1020.14,54004.99,56202.77,56202.77,112.17
2021-03-08 16:00:00,-3.88,56482.37,56195.53,1434.21,1161.6,54173.41,56482.37,56482.37,115.44
2021-03-08 17:00:00,-3.99,55438.14,55271.63,832.53,1492.53,53279.58,55438.14,55438.14,114.87
2021-03-08 18:00:00,0.35,49100.65,49100.65,0.0,2506.98,46593.67,49100.65,49100.65,71.75
2021-03-08 19:00:00,-0.54,49306.3,49306.3,0.0,3730.7,45575.6,49306.3,49306.3,62.86
2021-03-08 20:00:00,-0.43,46616.77,46616.77,0.0,4036.75,42580.02,46616.77,46616.77,58.44
2021-03-08 21:00:00,3.25,39195.55,39195.55,0.0,4051.14,35144.41,39195.55,39195.55,35.75
2021-03-08 22:00:00,3.48,35766.77,35766.77,0.0,4142.71,31624.06,35766.77,35766.77,41.52
2021-03-08 23:00:00,5.64,31591.17,31591.17,0.0,4567.87,27023.3,31591.17,31591.17,28.65
2021-03-09 00:00:00,3.37,33844.68,33844.68,0.0,3721.42,30123.26,33844.68,33844.68,21.51
2021-03-09 01:00:00,3.18,33493.28,33493.28,0.0,4674.06,28819.22,33493.28,33493.28,28.48
2021-03-09 02:00:00,5.1,31438.35,31438.35,0.0,5009.09,26429.26,31438.35,31438.35,29.24
2021-03-09 03:00:00,3.21,33610.56,33610.56,0.0,3820.02,29790.54,33610.56,33610.56,33.81
2021-03-09 04:00:00,4.17,32061.42,32061.42,0.0,2018.62,30042.8,32061.42,32061.42,33.94
2021-03-09 05:00:00,4.48,32472.63,32472.63,0.0,3078.41,29394.22,32472.63,32472.63,20.32
2021-03-09 06:00:00,3.56,34843.19,34843.19,0.0,3628.77,31214.42,34843.19,34843.19,33.88
2021-03-09 07:00:00,2.92,38309.24,38163.82,727.08,3559.59,34167.99,38309.24,38309.24,30.14
2021-03-09 08:00:00,3.58,41438.18,41092.12,1730.33,2993.41,37060.51,41438.18,41438.18,38.78
2021-03-09 09:00:00,2.79,44788.0,44374.14,2069.32,2062.12,41070.43,44788.0,44788.0,49.94
2021-03-09 10:00:00,3.51,44839.59,44426.15,2067.2,1617.48,41568.35,44839.59,44839.59,50.87
2021-03-09 11:00:00,3.74,44985.59,44477.72,2539.35,1165.41,41788.7,44985.59,44985.59,58.84
2021-03-09 12:00:00,5.06,43489.68,43035.09,2272.95,166.85,41504.47,43489.68,43489.68,53.63
2021-03-09 13:00:00,3.31,45655.73,45084.73,2855.02,196.83,43174.89,45655.73,45655.73,64.27
2021-03-09 14:00:00,2.85,46913.81,46330.06,2918.79,151.17,44427.61,46913.81,46913.81,60.34
2021-03-09 15:00:00,0.83,50305.23,49834.78,2352.27,580.5,47842.92,50305.23,50305.23,78.86
2021-03-09 16:00:00,1.88,49685.83,49399.72,1430.54,798.86,47742.54,49685.83,49685.83,79.25
2021-03-09 17:00:00,1.05,50290.7,50140.86,749.2,901.28,48790.06,50290.7,50290.7,80.34
2021-03-09 18:00:00,2.64,47157.3,47157.3,0.0,1329.69,45827.61,47157.3,47157.3,76.59
2021-03-09 19:00:00,2.93,45066.7,45066.7,0.0,1182.67,43884.03,45066.7,45066.7,63.36
2021-03-09 20:00:00,3.6,40116.54,40116.54,0.0,546.04,39570.5,40116.54,40116.54,49.94
2021-03-09 21:00:00,4.99,36958.25,36958.25,0.0,1284.48,35673.77,36958.25,36958.25,43.69
2021-03-09 22:00:00,4.87,34640.6,34640.6,0.0,1507.99,33132.61,34640.6,34640.6,32.74
2021-03-09 23:00:00,4.96,33313.86,33313.86,0.0,2194.93,31118.93,33313.86,33313.86,34.69
2021-03-10 00:00:00,5.29,31507.87,31507.87,0.0,2919.01,28588.86,31507.87,31507.87,26.22
2021-03-10 01:00:00,5.48,30933.09,30933.09,0.0,2867.56,28065.53,30933.09,30933.09,29.86
2021-03-10 02:00:00,7.23,28817.29,28817.29,0.0,3725.85,25091.44,28817.29,28817.29,24.69
2021-03-10 03:00:00,7.01,27749.46,27749.46,0.0,4574.41,23175.05,27749.46,27749.46,23.68
2021-03-10 04:00:00,6.28,29708.11,29708.11,0.0,3531.61,26176.5,29708.11,29708.11,27.75
2021-03-10 05:00:00,7.47,28304.07,28304.07,0.0,627.48,27676.59,28304.07,28304.07,25.99
2021-03-10 06:00:00,7.99,30776.54,30776.54,0.0,2439.43,28337.11,30776.54,30776.54,29.51
2021-03-10 07:00:00,6.87,34662.14,34468.36,968.9,2202.13,31684.89,34662.14,34662.14,30.62
2021-03-10 08:00:00,9.58,34843.24,34566.22,1385.09,1584.36,32150.8,34843.24,34843.24,38.09
2021-03-10 09:00:00,6.41,39716.28,39283.0,2166.4,1514.13,36469.03,39716.28,39716.28,43.44
2021-03-10 10:00:00,7.54,40218.77,39549.32,3347.25,1517.99,36022.98,40218.77,40218.77,42.89
2021-03-10 11:00:00,6.39,41201.14,40545.07,3280.37,2322.25,36254.59,41201.14,41201.14,41.9
2021-03-10 12:00:00,6.53,41745.7,41328.9,2084.03,1755.87,38322.61,41745.7,41745.7,41.85
2021-03-10 13:00:00,4.75,43832.5,43244.96,2937.69,1401.75,40080.6,43832.5,43832.5,43.72
2021-03-10 14:00:00,5.58,43832.38,43261.09,2856.48,1966.27,39580.93,43832.38,43832.38,53.5
2021-03-10 15:00:00,3.27,46077.79,45673.96,2019.13,1952.68,42509.81,46077.79,46077.79,59.58
2021-03-10 16:00:00,4.22,45019.91,44834.24,928.35,2567.53,41709.7,45019.91,45019.91,53.12
2021-03-10 17:00:00,4.51,44710.76,44558.53,761.18,1801.19,42300.63,44710.76,44710.76,52.83
2021-03-10 18:00:00,6.02,42419.7,42419.7,0.0,1940.86,40478.84,42419.7,42419.7,48.42
2021-03-10 19:00:00,5.51,41584.56,41584.56,0.0,1953.31,39631.25,41584.56,41584.56,46.09
2021-03-10 20:00:00,6.69,38261.85,38261.85,0.0,2488.49,35773.36,38261.85,38261.85,38.65
2021-03-10 21:00:00,6.11,36278.36,36278.36,0.0,3205.18,33073.18,36278.36,36278.36,34.82
2021-03-10 22:00:00,6.41,33788.16,33788.16,0.0,3219.01,30569.15,33788.16,33788.16,38.01
2021-03-10 23:00:00,6.91,32072.63,32072.63,0.0,3974.3,28098.33,32072.63,32072.63,32.11
2021-03-11 00:00:00,7.0,29672.68,29672.68,0.0,4080.54,25592.14,29672.68,29672.68,26.2
2021-03-11 01:00:00,7.02,28485.11,28485.11,0.0,1988.24,26496.87,28485.11,28485.11,32.57
2021-03-11 02:00:00,5.79,28959.05,28959.05,0.0,2752.63,26206.42,28959.05,28959.05,31.39
2021-03-11 03:00:00,6.2,28447.83,28447.83,0.0,2708.89,25738.94,28447.83,28447.83,19.16
2021-03-11 04:00:00,8.65,26761.12,26761.12,0.0,2130.84,24630.28,26761.12,26761.12,36.62
2021-03-11 05:00:00,12.53,25346.09,25346.09,0.0,1414.85,23931.24,25346.09,25346.09,26.37
2021-03-11 06:00:00,10.02,29073.4,29073.4,0.0,632.9,28440.5,29073.4,29073.4,35.07
2021-03-11 07:00:00,7.73,32368.6,32223.89,723.56,1785.33,30004.43,32368.6,32368.6,27.56
2021-03-11 08:00:00,7.15,36538.44,36268.19,1351.23,1745.65,33711.8,36538.44,36538.44,38.27
2021-03-11 09:00:00,6.69,37614.01,37190.65,2116.76,1667.07,34253.53,37614.01,37614.01,37.15
2021-03-11 10:00:00,3.47,42537.19,42064.77,2362.1,1082.06,39565.45,42537.19,42537.19,52.55
2021-03-11 11:00:00,-0.88,50730.62,50063.44,3335.94,1046.52,47015.35,50730.62,50730.62,76.88
2021-03-11 12:00:00,-0.74,49748.38,49110.3,3190.39,678.79,46517.28,49748.38,49748.38,77.09
2021-03-11 13:00:00,1.06,48179.23,47685.72,2467.52,295.99,45909.22,48179.23,48179.23,79.57
2021-03-11 14:00:00,2.86,45762.93,45234.23,2643.49,410.48,43237.66,45762.93,45762.93,60.4
2021-03-11 15:00:00,2.46,46386.71,45900.88,2429.14,676.72,43766.68,46386.71,46386.71,61.18
2021-03-11 16:00:00,4.46,43528.0,43300.2,1138.98,933.2,41683.62,43528.0,43528.0,63.88
2021-03-11 17:00:00,4.11,44111.12,43968.51,713.06,780.47,42760.21,44111.12,44111.12,59.76
2021-03-11 18:00:00,2.27,47220.04,47220.04,0.0,503.82,46716.22,47220.04,47220.04,77.62
2021-03-11 19:00:00,2.88,43643.28,43643.28,0.0,960.49,42682.79,43643.28,43643.28,57.65
2021-03-11 20:00:00,5.42,38589.16,38589.16,0.0,470.21,38118.95,38589.16,38589.16,43.34
2021-03-11 21:00:00,6.43,35012.11,35012.11,0.0,1400.65,33611.46,35012.11,35012.11,38.17
2021-03-11 22:00:00,6.41,32796.07,32796.07,0.0,1807.06,30989.01,32796.07,32796.07,36.19
2021-03-11 23:00:00,7.4,30707.61,30707.61,0.0,3682.28,27025.33,30707.61,30707.61,32.78
2021-03-12 00:00:00,8.86,27703.69,27703.69,0.0,3863.38,23840.31,27703.69,27703.69,21.97
2021-03-12 01:00:00,9.58,24953.21,24953.21,0.0,4595.62,20357.59,24953.21,24953.21,20.94
2021-03-12 02:00:00,10.3,24269.3,24269.3,0.0,5803.59,18465.71,24269.3,24269.3,15.51
2021-03-12 03:00:00,10.82,23500.29,23500.29,0.0,5471.35,18028.94,23500.29,23500.29,21.58
2021-03-12 04:00:00,12.04,23530.8,23530.8,0.0,6277.76,17253.04,23530.8,23530.8,24.37
2021-03-12 05:00:00,11.4,23711.93,23711.93,0.0,5841.31,17870.62,23711.93,23711.93,23.8
2021-03-12 06:00:00,10.13,26079.81,26079.81,0.0,6617.41,19462.4,26079.81,26079.81,16.25
2021-03-12 07:00:00,9.52,30124.29,29975.0,746.43,6260.2,23266.94,30124.29,30124.29,22.05
2021-03-12 08:00:00,9.1,34169.25,33891.68,1387.85,6933.8,26125.17,34169.25,34169.25,21.0
2021-03-12 09:00:00,5.03,40728.95,40224.95,2520.0,5245.03,33467.92,40728.95,40728.95,44.0
2021-03-12 10:00:00,5.74,41256.4,40643.83,3062.89,4253.14,34552.95,41256.4,41256.4,31.53
2021-03-12 11:00:00,7.09,40307.16,39809.29,2489.37,3701.13,34614.54,40307.16,40307.16,45.21
2021-03-12 12:00:00,5.72,42331.33,41579.46,3759.34,2356.06,36967.79,42331.33,42331.33,42.32
2021-03-12 13:00:00,5.51,43832.46,43334.32,2490.67,2054.72,39785.2,43832.46,43832.46,54.68
2021-03-12 14:00:00,3.44,46469.84,45817.54,3261.51,1990.12,41870.51,46469.84,46469.84,64.63
2021-03-12 15:00:00,4.0,46185.89,45748.98,2184.56,2088.5,42349.74,46185.89,46185.89,56.91
2021-03-12 16:00:00,2.45,48985.32,48668.93,1581.91,2169.04,45550.75,48985.32,48985.32,69.28
2021-03-12 17:00:00,2.96,48545.98,48359.47,932.54,2106.46,45693.48,48545.98,48545.98,77.52
2021-03-12 18:00:00,4.28,45145.54,45145.54,0.0,2116.35,43029.19,45145.54,45145.54,60.44
2021-03-12 19:00:00,3.65,42767.06,42767.06,0.0,2479.35,40287.71,42767.06,42767.06,51.8
2021-03-12 20:00:00,2.89,40295.33,40295.33,0.0,3925.6,36369.73,40295.33,40295.33,39.98
2021-03-12 21:00:00,3.61,36888.81,36888.81,0.0,4735.96,32152.85,36888.81,36888.81,34.24
2021-03-12 22:00:00,4.04,33340.9,33340.9,0.0,5001.53,28339.37,33340.9,33340.9,33.82
2021-03-12 23:00:00,4.86,31009.42,31009.42,0.0,4837.73,26171.69,31009.42,31009.42,33.33
2021-03-13 00:00:00,4.59,32313.82,32313.82,0.0,4476.27,27837.55,32313.82,32313.82,25.95
2021-03-13 01:00:00,7.4,29010.29,29010.29,0.0,4707.32,24302.97,29010.29,29010.29,23.27
2021-03-13 02:00:00,7.62,27897.21,27897.21,0.0,4043.96,23853.25,27897.21,27897.21,20.83
2021-03-13 03:00:00,8.67,26955.52,26955.52,0.0,3860.19,23095.33,26955.52,26955.52,22.46
2021-03-13 04:00:00,6.21,29993.29,29993.29,0.0,3473.52,26519.77,29993.29,29993.29,22.35
